0.170747	 0.762182
0.171677	 0.741958
0.172608	 0.719901
0.173538	 0.695813
0.174468	 0.669480
0.175398	 0.640670
0.176329	 0.609138
0.177259	 0.574629
0.178189	 0.536887
0.179120	 0.495669
0.180050	 0.450758
0.180980	 0.401988
0.181911	 0.349270
0.182841	 0.292628
0.183771	 0.232229
0.184701	 0.168418
0.185632	 0.101737
0.186562	 0.032934
0.187492	 -0.037061
0.188423	 -0.107179
0.189353	 -0.176287
0.190283	 -0.243274
0.191213	 -0.307139
0.192144	 -0.367060
0.193074	 -0.422445
0.194004	 -0.472944
0.194935	 -0.518431
0.195865	 -0.558978
0.196795	 -0.594799
0.197726	 -0.626215
0.198656	 -0.653603
0.199586	 -0.677365
0.200516	 -0.697904
0.201447	 -0.715607
0.202377	 -0.730831
