0.668199	 0.551564
0.668899	 0.525153
0.669599	 0.497745
0.670299	 0.469350
0.670999	 0.439990
0.671699	 0.409701
0.672399	 0.378532
0.673099	 0.346552
0.673799	 0.313845
0.674499	 0.280518
0.675199	 0.246692
0.675899	 0.212513
0.676599	 0.178142
0.677300	 0.143756
0.678000	 0.109545
0.678700	 0.075711
0.679400	 0.042456
0.680100	 0.009985
0.680800	 -0.021506
0.681500	 -0.051833
0.682200	 -0.080829
0.682900	 -0.108349
0.683600	 -0.134274
0.684300	 -0.158513
0.685000	 -0.181004
0.685700	 -0.201713
0.686400	 -0.220636
0.687100	 -0.237790
0.687800	 -0.253219
0.688500	 -0.266980
0.689200	 -0.279150
0.689900	 -0.289813
0.690600	 -0.299065
0.691300	 -0.307002
0.692000	 -0.313727
