-0.308091	 0.716771
-0.307391	 0.713825
-0.306691	 0.710039
-0.305991	 0.705321
-0.305291	 0.699576
-0.304591	 0.692706
-0.303891	 0.684610
-0.303190	 0.675188
-0.302490	 0.664342
-0.301790	 0.651979
-0.301090	 0.638014
-0.300390	 0.622375
-0.299690	 0.605002
-0.298990	 0.585858
-0.298290	 0.564926
-0.297590	 0.542215
-0.296890	 0.517762
-0.296190	 0.491634
-0.295490	 0.463923
-0.294790	 0.434753
-0.294090	 0.404272
-0.293390	 0.372648
-0.292690	 0.340069
-0.291990	 0.306731
-0.291290	 0.272839
-0.290590	 0.238596
-0.289890	 0.204201
-0.289190	 0.169844
-0.288490	 0.135701
-0.287790	 0.101930
-0.287090	 0.068673
-0.286390	 0.036052
-0.285690	 0.004168
-0.284990	 -0.026894
-0.284290	 -0.057071
