0.668524	 0.538047
0.669224	 0.511122
0.669924	 0.483204
0.670624	 0.454309
0.671324	 0.424464
0.672025	 0.393715
0.672725	 0.362118
0.673425	 0.329752
0.674125	 0.296711
0.674825	 0.263111
0.675525	 0.229084
0.676225	 0.194785
0.676925	 0.160383
0.677625	 0.126062
0.678325	 0.092020
0.679025	 0.058459
0.679725	 0.025583
0.680425	 -0.006407
0.681125	 -0.037321
0.681825	 -0.066982
0.682525	 -0.095234
0.683225	 -0.121945
0.683925	 -0.147011
0.684625	 -0.170356
0.685325	 -0.191931
0.686025	 -0.211719
0.686725	 -0.229727
0.687425	 -0.245986
0.688125	 -0.260547
0.688825	 -0.273478
0.689525	 -0.284861
0.690225	 -0.294785
0.690925	 -0.303347
0.691626	 -0.310647
0.692326	 -0.316786
