-0.307440	 0.713653
-0.306740	 0.709839
-0.306040	 0.705092
-0.305340	 0.699314
-0.304640	 0.692408
-0.303940	 0.684274
-0.303240	 0.674810
-0.302540	 0.663920
-0.301840	 0.651509
-0.301140	 0.637495
-0.300440	 0.621803
-0.299740	 0.604377
-0.299040	 0.585179
-0.298340	 0.564193
-0.297640	 0.541429
-0.296940	 0.516924
-0.296240	 0.490746
-0.295540	 0.462989
-0.294840	 0.433777
-0.294140	 0.403259
-0.293439	 0.371603
-0.292739	 0.338998
-0.292039	 0.305640
-0.291339	 0.271734
-0.290639	 0.237484
-0.289939	 0.203088
-0.289239	 0.168735
-0.288539	 0.134601
-0.287839	 0.100843
-0.287139	 0.067604
-0.286439	 0.035004
-0.285739	 0.003144
-0.285039	 -0.027893
-0.284339	 -0.058041
-0.283639	 -0.087254
