0.655635	 0.570993
0.656335	 0.545808
0.657035	 0.519628
0.657735	 0.492449
0.658435	 0.464280
0.659135	 0.435140
0.659835	 0.405061
0.660535	 0.374090
0.661235	 0.342290
0.661935	 0.309742
0.662635	 0.276547
0.663335	 0.242825
0.664035	 0.208714
0.664735	 0.174371
0.665436	 0.139972
0.666136	 0.105704
0.666836	 0.071765
0.667536	 0.038358
0.668236	 0.005689
0.668936	 -0.026046
0.669636	 -0.056656
0.670336	 -0.085973
0.671036	 -0.113845
0.671736	 -0.140146
0.672436	 -0.164781
0.673136	 -0.187678
0.673836	 -0.208800
0.674536	 -0.228134
0.675236	 -0.245693
0.675936	 -0.261515
0.676636	 -0.275654
0.677336	 -0.288183
0.678036	 -0.299186
0.678736	 -0.308754
0.679436	 -0.316986
