0.668199	 0.590746
0.668899	 0.565843
0.669599	 0.539946
0.670299	 0.513051
0.670999	 0.485163
0.671699	 0.456297
0.672399	 0.426481
0.673099	 0.395758
0.673799	 0.364186
0.674499	 0.331842
0.675199	 0.298819
0.675899	 0.265234
0.676599	 0.231218
0.677300	 0.196892
0.678000	 0.162491
0.678700	 0.128167
0.679400	 0.094114
0.680100	 0.060537
0.680800	 0.027638
0.681500	 -0.004380
0.682200	 -0.035327
0.682900	 -0.065027
0.683600	 -0.093322
0.684300	 -0.120080
0.685000	 -0.145195
0.685700	 -0.168591
0.686400	 -0.190219
0.687100	 -0.210077
0.687800	 -0.228136
0.688500	 -0.244445
0.689200	 -0.259054
0.689900	 -0.272031
0.690600	 -0.283457
0.691300	 -0.293422
0.692000	 -0.302022
