0.170747	 0.762171
0.171677	 0.741948
0.172608	 0.719857
0.173538	 0.695744
0.174468	 0.669403
0.175398	 0.640562
0.176329	 0.608972
0.177259	 0.574441
0.178189	 0.536653
0.179120	 0.495350
0.180050	 0.450381
0.180980	 0.401564
0.181911	 0.348730
0.182841	 0.292017
0.183771	 0.231554
0.184701	 0.167676
0.185632	 0.100862
0.186562	 0.031998
0.187492	 -0.038033
0.188423	 -0.108257
0.189353	 -0.177362
0.190283	 -0.244352
0.191213	 -0.308205
0.192144	 -0.368117
0.193074	 -0.423458
0.194004	 -0.473869
0.194935	 -0.519333
0.195865	 -0.559813
0.196795	 -0.595538
0.197726	 -0.626911
0.198656	 -0.654208
0.199586	 -0.677913
0.200516	 -0.698400
0.201447	 -0.716044
0.202377	 -0.731224
