-0.305631	 0.719665
-0.304931	 0.717500
-0.304231	 0.714406
-0.303531	 0.710260
-0.302831	 0.704933
-0.302131	 0.698288
-0.301431	 0.690181
-0.300731	 0.680469
-0.300031	 0.669008
-0.299331	 0.655658
-0.298631	 0.640294
-0.297931	 0.622807
-0.297231	 0.603109
-0.296531	 0.581147
-0.295831	 0.556904
-0.295131	 0.530403
-0.294431	 0.501716
-0.293731	 0.470960
-0.293031	 0.438299
-0.292330	 0.403941
-0.291630	 0.368127
-0.290930	 0.331126
-0.290230	 0.293227
-0.289530	 0.254725
-0.288830	 0.215909
-0.288130	 0.177061
-0.287430	 0.138438
-0.286730	 0.100275
-0.286030	 0.062775
-0.285330	 0.026111
-0.284630	 -0.009577
-0.283930	 -0.044179
-0.283230	 -0.077611
-0.282530	 -0.109819
-0.281830	 -0.140768
