-0.306282	 0.721111
-0.305582	 0.719788
-0.304882	 0.717650
-0.304182	 0.714585
-0.303482	 0.710473
-0.302782	 0.705184
-0.302081	 0.698580
-0.301381	 0.690521
-0.300681	 0.680859
-0.299981	 0.669453
-0.299281	 0.656163
-0.298581	 0.640861
-0.297881	 0.623439
-0.297181	 0.603810
-0.296481	 0.581917
-0.295781	 0.557742
-0.295081	 0.531309
-0.294381	 0.502687
-0.293681	 0.471991
-0.292981	 0.439386
-0.292281	 0.405075
-0.291581	 0.369301
-0.290881	 0.332333
-0.290181	 0.294457
-0.289481	 0.255968
-0.288781	 0.217158
-0.288081	 0.178307
-0.287381	 0.139674
-0.286681	 0.101493
-0.285981	 0.063970
-0.285281	 0.027279
-0.284581	 -0.008441
-0.283881	 -0.043076
-0.283181	 -0.076545
-0.282480	 -0.108791
