0.665903	 0.628055
0.666603	 0.601638
0.667303	 0.573978
0.668003	 0.545055
0.668703	 0.514857
0.669403	 0.483391
0.670103	 0.450677
0.670803	 0.416759
0.671504	 0.381702
0.672204	 0.345600
0.672904	 0.308575
0.673604	 0.270781
0.674304	 0.232404
0.675004	 0.193659
0.675704	 0.154791
0.676404	 0.116069
0.677104	 0.077778
0.677804	 0.040211
0.678504	 0.003661
0.679204	 -0.031589
0.679904	 -0.065281
0.680604	 -0.097186
0.681304	 -0.127113
0.682004	 -0.154918
0.682704	 -0.180502
0.683404	 -0.203813
0.684104	 -0.224845
0.684804	 -0.243631
0.685504	 -0.260239
0.686204	 -0.274765
0.686904	 -0.287326
0.687604	 -0.298056
0.688304	 -0.307094
0.689004	 -0.314585
0.689704	 -0.320675
